district_code,district_name,category,student_group,2021_2022_student_count_year_to_date,2021_2022_attendance_rate_year_to_date,2020_2021_student_count,2020_2021_attendance_rate,2019_2020_student_count,2019_2020_attendance_rate,reporting_period,date_update,attendance_cluster,risk_label
310011,Cornwall School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,2.398728673802884e-05,0.9008264462809916,0.0,0.9471057884231544,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,1,Low Risk
310011,Cornwall School District,Race/Ethnicity,White,0.00013392901762066103,0.8713105076741439,0.00015521940363495622,0.9254823685961413,9.44275917423071e-05,0.7844058243306717,Jun-22,2022-07-22,1,Low Risk
310011,Cornwall School District,High Needs,Students Without High Needs,8.195656302159855e-05,0.8610783156237702,0.00011288683900724088,0.9218230206254163,7.278793530136172e-05,0.7994363550962893,Jun-22,2022-07-22,1,Low Risk
310011,Cornwall School District,High Needs,Students With High Needs,4.3976692353052873e-05,0.9031877213695392,2.0158364108435872e-05,0.9424484364604129,2.5574139430208172e-05,0.7745420385157358,Jun-22,2022-07-22,1,Low Risk
320011,Coventry School District,Unknown,All Students,0.0030563801185371753,0.8433687524596616,0.003051976326017191,0.874916833000666,0.0030688967316249804,0.7341474870831384,Jun-22,2022-07-22,1,Low Risk
320011,Coventry School District,Students With Disabilities,Students With Disabilities,0.00037180294443944713,0.7020857929948838,0.00037292973600606364,0.7465069860279447,0.00039738278191554235,0.6434945984030058,Jun-22,2022-07-22,0,Medium Risk
320011,Coventry School District,Free/Reduced Lunch,Free Meal Eligible,0.0004777467941990745,0.6796536796536801,0.0005684658678578915,0.7428476380572193,0.0006059103803464704,0.6209488022545804,Jun-22,2022-07-22,0,Medium Risk
320011,Coventry School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.00013992583930516828,0.8406139315230221,0.00014514022158073828,0.8443113772455093,0.00010229655772083269,0.7101925786754348,Jun-22,2022-07-22,1,Low Risk
320011,Coventry School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0006576514447342908,0.721763085399449,0.0007539228176555015,0.7664670658682637,0.0007475517679599312,0.6373884452794742,Jun-22,2022-07-22,0,Medium Risk
320011,Coventry School District,Race/Ethnicity,Hispanic/Latino of any race,0.0001719088882892067,0.7489177489177488,0.00018344111338676643,0.8077178975382568,0.0001809862175060886,0.6688586190699866,Jun-22,2022-07-22,0,Medium Risk
320011,Coventry School District,Race/Ethnicity,White,0.00264459836286768,0.8571428571428568,0.002636714025383412,0.8875582168995346,0.0026538087762577557,0.7454203851573507,Jun-22,2022-07-22,1,Low Risk
320011,Coventry School District,High Needs,Students Without High Needs,0.002064905600031983,0.8937426210153485,0.00198358302827009,0.9238190286094481,0.002032160463954234,0.7736026303428849,Jun-22,2022-07-22,1,Low Risk
320011,Coventry School District,High Needs,Students With High Needs,0.0009275084205371153,0.7382920110192837,0.0009978390233675758,0.7777777777777781,0.0009973914377781187,0.6533583842179436,Jun-22,2022-07-22,0,Medium Risk
330011,Cromwell School District,Unknown,All Students,0.0037040368604639544,0.9024006296733571,0.003858310890354626,0.8978709248170329,0.0037436605642835502,0.874589008924378,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Students With Disabilities,Students With Disabilities,0.0003817976472469591,0.8402203856749311,0.00036889806318437645,0.8266799733865606,0.0003619724350121772,0.8323156411460788,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Free/Reduced Lunch,Free Meal Eligible,0.0007216175427023678,0.8315623770169225,0.0007841603638181554,0.8033932135728548,0.0007947655638310847,0.837952090183185,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0001699099477277043,0.832349468713105,0.0002035994774952023,0.8572854291417169,0.00016131380255977464,0.880225457961485,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0009315063016601202,0.8315623770169225,0.0010280765695302296,0.8157019294743852,0.0009954241962834873,0.8464067637388446,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,English Learners,English Learners,0.00015791630435868991,0.8048012593467138,0.00016328274927833057,0.7840984697272124,0.00015344483658124905,0.8572099577266323,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Race/Ethnicity,All other races,0.0003598093010704327,0.8961038961038961,0.0003668822267735329,0.8958749168330011,0.00035410346903365163,0.886801315171442,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Race/Ethnicity,Black or African American,0.00021188769951925482,0.8996458087367176,0.00024794787853376125,0.8236859614105128,0.0002577086357967131,0.8412400187881639,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Race/Ethnicity,Hispanic/Latino of any race,0.0004677520913915625,0.8492719401810307,0.00044751568320727634,0.8230206254158356,0.000385579332947754,0.8360732738374832,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,Race/Ethnicity,White,0.00254465133479256,0.9142070051160958,0.00267501491718944,0.919161676646707,0.0026282346368275474,0.8830436824800376,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,High Needs,Students Without High Needs,0.0023967297332413823,0.9366391184573,0.0024331145478882097,0.939454424484365,0.0024000346234503054,0.8905589478628464,Jun-22,2022-07-22,1,Low Risk
330011,Cromwell School District,High Needs,Students With High Needs,0.0012613314943080167,0.8398268398268396,0.0013566579044977344,0.8250166333998674,0.0013042811109406167,0.8449976514795683,Jun-22,2022-07-22,1,Low Risk
340011,Danbury School District,Unknown,All Students,0.023513537824952774,0.7926013380558832,0.02305108935799642,0.7964071856287429,0.02301279100419809,0.7604509159229691,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,Homelessness,Students Experiencing Homelessness,9.994702807512016e-06,0.6843762298307752,0.0006692576884000709,0.8356620093147042,2.3606897935576775e-05,0.5547205260685768,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,Students With Disabilities,Students With Disabilities,0.0028225040728413944,0.7249114521841795,0.002852408521343676,0.7129075182967402,0.0028859432726242606,0.6589948332550497,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,Free/Reduced Lunch,Free Meal Eligible,0.009325057719408714,0.7634789452971269,0.00980704413875405,0.7415169660678647,0.010552283377202817,0.7266322217003296,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.002302779526850769,0.8248720975993704,0.0024593204212291766,0.8120425815036598,0.0018511742464481454,0.7881634570220761,Jun-22,2022-07-22,1,Low Risk
340011,Danbury School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.011667816057489531,0.7756788665879575,0.012306681288200099,0.7558216899534269,0.012442802453543591,0.7360263034288401,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,English Learners,English Learners,0.0070382697170499635,0.7721369539551359,0.006273282910545243,0.7578176979374587,0.006773212466015903,0.7660873649600752,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,Race/Ethnicity,All other races,0.0019429702257803365,0.8166076347894529,0.001991646373913464,0.8429807052561546,0.001937732872211927,0.7665570690465007,Jun-22,2022-07-22,1,Low Risk
340011,Danbury School District,Race/Ethnicity,Black or African American,0.0015291895295493386,0.7701692247146794,0.0016529858568917416,0.7811044577511645,0.001636744923533323,0.6829497416627524,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,Race/Ethnicity,Hispanic/Latino of any race,0.014316412301480216,0.781188508461236,0.01218976277637117,0.7691284098469731,0.011618528267293034,0.7660873649600752,Jun-22,2022-07-22,0,Medium Risk
340011,Danbury School District,Race/Ethnicity,White,0.00560502933445274,0.8185753640299089,0.007095744166169427,0.8330006653359949,0.007701750451481922,0.7679661813057779,Jun-22,2022-07-22,1,Low Risk
340011,Danbury School District,High Needs,Students Without High Needs,0.006592505971834928,0.8638331365604093,0.006831669596348917,0.8858948769128414,0.006969936615479042,0.807891028651949,Jun-22,2022-07-22,1,Low Risk
340011,Danbury School District,High Needs,Students With High Needs,0.015555755449611706,0.7658402203856749,0.015624748020448642,0.7594810379241523,0.01600350955882642,0.7393142320338191,Jun-22,2022-07-22,0,Medium Risk
350011,Darien School District,Unknown,All Students,0.009305068313793689,0.9449035812672175,0.009299053363221467,0.9401197604790421,0.009157509157509156,0.8219821512447156,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Students With Disabilities,Students With Disabilities,0.0015971535086404204,0.9102715466351832,0.0014776080891483496,0.9214903526280773,0.0015560880222534358,0.7999060591827147,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Free/Reduced Lunch,Free Meal Eligible,5.39713951605649e-05,0.9027941755214477,2.4190036930123046e-05,0.9038589487691286,0.00011410000668862107,0.8548614372945043,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Free/Reduced Lunch,Reduced Price Meal Eligible,2.398728673802884e-05,0.9700905155450608,1.6126691286748698e-05,0.9377910844976718,3.737758839799656e-05,0.8454673555659937,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.00011793749312864181,0.9303423848878389,8.063345643374349e-05,0.918829008649368,0.00019082242497924558,0.8515735086895262,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,English Learners,English Learners,6.196715740657451e-05,0.9059425423061787,6.450676514699479e-05,0.9477711244178315,8.852586725841292e-05,0.7970878346641621,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Race/Ethnicity,All other races,0.0008735370253765504,0.9803227075954348,0.0008164137463916528,0.9654025282767802,0.0007652569414116137,0.8412400187881639,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Race/Ethnicity,Black or African American,3.398198954554086e-05,0.9425423061786695,4.434840103855892e-05,0.9530938123752497,5.901724483894194e-05,0.8882104274307192,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Race/Ethnicity,Hispanic/Latino of any race,0.0005836906439587019,0.9271940181031089,0.0005604025222145172,0.9271457085828345,0.0004760724417007983,0.8093001409112262,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,Race/Ethnicity,White,0.007693922221222752,0.942148760330578,0.007756938508926124,0.9384564204923489,0.007739128039879919,0.8196336308125884,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,High Needs,Students Without High Needs,0.007454049353842464,0.9519874065328606,0.007547291522198391,0.9441117764471061,0.007326007326007325,0.8266791921089718,Jun-22,2022-07-22,1,Low Risk
350011,Darien School District,High Needs,Students With High Needs,0.0017570687535606129,0.9149940968122783,0.0016287958199616185,0.9231536926147705,0.0017921570016092034,0.8022545796148428,Jun-22,2022-07-22,1,Low Risk
360011,Deep River School District,Unknown,All Students,0.00037180294443944713,0.9496261314443135,0.00039308810011449947,0.9717232202262145,0.00042492416284038194,0.8186942226397376,Jun-22,2022-07-22,1,Low Risk
360011,Deep River School District,Students With Disabilities,Students With Disabilities,3.398198954554086e-05,0.9118457300275478,2.2174200519279452e-05,0.9384564204923489,2.9508622419470967e-05,0.8060122123062472,Jun-22,2022-07-22,1,Low Risk
360011,Deep River School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0001019459686366226,0.9122392758756397,0.00011893434823977164,0.9304723885562214,0.00013377242163493505,0.8154062940347577,Jun-22,2022-07-22,1,Low Risk
360011,Deep River School District,Race/Ethnicity,White,0.0003158326087173798,0.9531680440771346,0.00032656549855666114,0.9727212242182306,0.00034623450305512604,0.8130577736026305,Jun-22,2022-07-22,1,Low Risk
360011,Deep River School District,High Needs,Students Without High Needs,0.0001739078288507091,0.9740259740259738,0.0001894886226192972,1.0,0.00021836380590408518,0.8201033348990139,Jun-22,2022-07-22,1,Low Risk
360011,Deep River School District,High Needs,Students With High Needs,0.00014792160155117787,0.9220779220779218,0.00014917189440242544,0.9371257485029942,0.00016721552704366882,0.8172851103804604,Jun-22,2022-07-22,1,Low Risk
370011,Derby School District,Unknown,All Students,0.0024027265549258895,0.71900826446281,0.002437146220709897,0.7651363938789091,0.002394132898966411,0.7364960075152656,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Students With Disabilities,Students With Disabilities,0.0004297722207230168,0.6564344746162929,0.0004454998467964328,0.6852960745176317,0.0004642689927330099,0.6702677313292629,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Free/Reduced Lunch,Free Meal Eligible,0.00088153278762256,0.6332152695789057,0.001122820880839878,0.7029274783765804,0.0012767397300157773,0.6909347111319875,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.000103944909198125,0.7611176702085793,0.00014110854875905112,0.8266799733865606,0.00016721552704366882,0.7834664161578209,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.001025456508050733,0.6501377410468323,0.001304246157815801,0.7195608782435134,0.001483300086952074,0.7031470173790515,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,English Learners,English Learners,4.3976692353052873e-05,0.7146792601338059,4.0316728216871744e-05,0.8127079174983369,1.7705173451682583e-05,0.8309065288868016,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Race/Ethnicity,All other races,0.0001679110071662019,0.7150728059818969,0.0001733619313325485,0.732202262142382,0.00016918276853830023,0.7674964772193515,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Race/Ethnicity,Black or African American,0.000435769042407524,0.7162534435261705,0.0004313889919205277,0.7265469061876249,0.0004485310607759587,0.7120713950211375,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Race/Ethnicity,Hispanic/Latino of any race,0.0009494967667136419,0.6934277843368752,0.0009151897305229885,0.747837658017299,0.0008203397032612928,0.7360263034288401,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,Race/Ethnicity,White,0.0007296133049483774,0.7540338449429362,0.000796255382283217,0.8147039254823691,0.0008380448767129754,0.7421324565523726,Jun-22,2022-07-22,0,Medium Risk
370011,Derby School District,High Needs,Students Without High Needs,0.0009774819345746753,0.7961432506887052,0.000800287055104904,0.837990685296075,0.000702305213583409,0.8107092531705025,Jun-22,2022-07-22,1,Low Risk
370011,Derby School District,High Needs,Students With High Needs,0.0012853187810460455,0.664305391578119,0.0014977664532567854,0.727544910179641,0.0016524828554903741,0.7050258337247532,Jun-22,2022-07-22,0,Medium Risk
390011,Eastford School District,Unknown,All Students,0.00021188769951925482,0.8795749704840614,0.00021569449596026382,0.8852295409181643,0.00021442932291482235,0.7905119774542042,Jun-22,2022-07-22,1,Low Risk
390011,Eastford School District,Free/Reduced Lunch,Free Meal Eligible,2.1988346176526444e-05,0.836284927194018,3.426921898434099e-05,0.793413173652695,5.114827886041634e-05,0.7782996712071402,Jun-22,2022-07-22,1,Low Risk
390011,Eastford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,2.1988346176526444e-05,0.836284927194018,3.426921898434099e-05,0.793413173652695,5.114827886041634e-05,0.7782996712071402,Jun-22,2022-07-22,1,Low Risk
390011,Eastford School District,Race/Ethnicity,White,0.0001719088882892067,0.8760330578512394,0.00016328274927833057,0.9001996007984032,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,1,Low Risk
390011,Eastford School District,High Needs,Students Without High Needs,0.00011393961200563701,0.9189295552931918,0.00010280765695302294,0.9214903526280773,9.04931087530443e-05,0.8154062940347577,Jun-22,2022-07-22,1,Low Risk
390011,Eastford School District,High Needs,Students With High Needs,4.9973514037560094e-05,0.83392365210547,6.652260155783838e-05,0.8330006653359949,8.45913842691501e-05,0.764678252700798,Jun-22,2022-07-22,1,Low Risk
400011,East Granby School District,Unknown,All Students,0.0016371323198704686,0.8457300275482096,0.0016126691286748698,0.7721224218230209,0.0015875638861675382,0.8027242837012682,Jun-22,2022-07-22,1,Low Risk
400011,East Granby School District,Students With Disabilities,Students With Disabilities,0.00019989405615024038,0.668240850059032,0.00020158364108435872,0.4876912840984704,0.00019475690796850838,0.7233442930953498,Jun-22,2022-07-22,2,High Risk
400011,East Granby School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.00019789511558873798,0.6666666666666665,0.00016126691286748698,0.7092481703260152,0.0002163965644094538,0.728041333959605,Jun-22,2022-07-22,0,Medium Risk
400011,East Granby School District,Race/Ethnicity,All other races,0.00015591736379718746,0.8591105863833133,0.00013304520311567674,0.7980705256154361,0.00014557587060272343,0.807891028651949,Jun-22,2022-07-22,1,Low Risk
400011,East Granby School District,Race/Ethnicity,Black or African American,9.594914695211538e-05,0.7343565525383711,0.00010683932977471013,0.5871590153027282,9.44275917423071e-05,0.7515265382808831,Jun-22,2022-07-22,0,Medium Risk
400011,East Granby School District,Race/Ethnicity,Hispanic/Latino of any race,7.396080077558894e-05,0.6316410861865402,7.257011079036914e-05,0.7019294743845648,6.688621081746754e-05,0.7693752935650542,Jun-22,2022-07-22,0,Medium Risk
400011,East Granby School District,Race/Ethnicity,White,0.0011913685746554326,0.8764266036993309,0.0011792643003434985,0.7967398536260815,0.0011626397233271562,0.810239549084077,Jun-22,2022-07-22,1,Low Risk
400011,East Granby School District,High Needs,Students Without High Needs,0.0011633834067943988,0.8976780794962611,0.0011832959731651858,0.8240186294078513,0.001137065583896948,0.8252700798496946,Jun-22,2022-07-22,1,Low Risk
400011,East Granby School District,High Needs,Students With High Needs,0.00040378599342348555,0.7079889807162534,0.00037897724523859437,0.6204258150365938,0.00041115347237796214,0.7435415688116489,Jun-22,2022-07-22,0,Medium Risk
410011,East Haddam School District,Unknown,All Students,0.0018610136627587378,0.8811491538764264,0.0018384428066893516,0.9301397205588828,0.0018511742464481454,0.7928604978863323,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,Students With Disabilities,Students With Disabilities,0.00022787922401127405,0.8421881149153876,0.00021367865954942023,0.8775781769793749,0.0001868879419899828,0.7707844058243314,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,Free/Reduced Lunch,Free Meal Eligible,0.0003558114199474279,0.779220779220779,0.00028423293392894583,0.8649367930805059,0.00034820174454975743,0.7299201503053077,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,Free/Reduced Lunch,Reduced Price Meal Eligible,3.7979870668545667e-05,0.8492719401810307,4.0316728216871744e-05,0.8755821689953431,5.114827886041634e-05,0.776890558947863,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0004337701018460216,0.7910271546635186,0.00036486639036268926,0.8672654690618766,0.00043869485330280173,0.7388445279473936,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,Race/Ethnicity,Hispanic/Latino of any race,0.00020189299671174277,0.8236914600550964,4.233256462771534e-05,0.9091816367265473,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,Race/Ethnicity,White,0.0015331874106723437,0.8890200708382525,0.0016691125481784904,0.9331337325349307,0.0016996966513615278,0.7933302019727568,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,High Needs,Students Without High Needs,0.0011913685746554326,0.9142070051160958,0.0012276443742037448,0.9520958083832336,0.0012334604171338865,0.813527477689056,Jun-22,2022-07-22,1,Low Risk
410011,East Haddam School District,High Needs,Students With High Needs,0.0005996821684507212,0.8197560015741829,0.0005362124852843942,0.8815701929474384,0.0005783689994216309,0.7505871301080322,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,Unknown,All Students,0.0033842063706235694,0.889807162534435,0.003505539518456998,0.9038589487691286,0.0034898864114761,0.794739314232034,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,Students With Disabilities,Students With Disabilities,0.0005037330214986058,0.8315623770169225,0.0004777532293699301,0.8406520292747843,0.0004701707172169041,0.7167684358853927,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,Free/Reduced Lunch,Free Meal Eligible,0.0005237224271136297,0.7390791027154662,0.0005301649760518634,0.7777777777777781,0.0005232862375719518,0.6946923438233918,Jun-22,2022-07-22,0,Medium Risk
420011,East Hampton School District,Free/Reduced Lunch,Reduced Price Meal Eligible,9.994702807512017e-05,0.8469106650924836,0.00011288683900724088,0.8642714570858288,6.885345231209892e-05,0.7778299671207138,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.000663648266418798,0.7615112160566708,0.000683368543275976,0.7964071856287429,0.0006314845197766786,0.7087834664161576,Jun-22,2022-07-22,0,Medium Risk
420011,East Hampton School District,Race/Ethnicity,All other races,0.00011993643369014423,0.9256198347107438,0.0006692576884000709,0.8356620093147042,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,Race/Ethnicity,Black or African American,1.998940561502398e-06,0.9075167256985437,0.0006692576884000709,0.8356620093147042,0.0006767310741532008,0.7595115077501173,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,Race/Ethnicity,Hispanic/Latino of any race,0.00019789511558873798,0.8854781582054305,0.0002056153139060459,0.8925482368596147,0.0001849207004953514,0.7905119774542042,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,Race/Ethnicity,White,0.0029444394470930406,0.8878394332939785,0.003072134690125627,0.9045242847638062,0.003090536388065926,0.7937999060591832,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,High Needs,Students Without High Needs,0.0023207699919042908,0.9275875639512003,0.0024492412391749585,0.9371257485029942,0.0024964294566872437,0.8238609675904183,Jun-22,2022-07-22,1,Low Risk
420011,East Hampton School District,High Needs,Students With High Needs,0.0009894755779436897,0.8040141676505312,0.0010059023690109502,0.8233532934131738,0.0009541121248962278,0.718177548144669,Jun-22,2022-07-22,0,Medium Risk
430011,East Hartford School District,Unknown,All Students,0.012205531068533677,0.7666273120818574,0.01256067667596639,0.7594810379241523,0.012804774888555767,0.7073743541568813,Jun-22,2022-07-22,0,Medium Risk
430011,East Hartford School District,Students With Disabilities,Students With Disabilities,0.002434709603909928,0.608421881149154,0.0025339063684303893,0.610778443113773,0.0026538087762577557,0.5523720056364496,Jun-22,2022-07-22,2,High Risk
430011,East Hartford School District,Free/Reduced Lunch,Free Meal Eligible,0.006636482664187981,0.6926406926406927,0.00640632811366092,0.671324018629408,0.007198136628856285,0.65054015969939,Jun-22,2022-07-22,0,Medium Risk
430011,East Hartford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.0011134098927568388,0.836284927194018,0.000971633150026609,0.8489687292082508,0.0008223069447559242,0.7660873649600752,Jun-22,2022-07-22,1,Low Risk
430011,East Hartford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.007789871368174868,0.7138921684376229,0.007418277991904401,0.69560878243513,0.008059788403504835,0.6627524659464541,Jun-22,2022-07-22,0,Medium Risk
430011,East Hartford School District,English Learners,English Learners,0.0017590676941221153,0.7225501770956315,0.001767888532309826,0.6959414504324686,0.001839370797480357,0.672616251761391,Jun-22,2022-07-22,0,Medium Risk
430011,East Hartford School District,Race/Ethnicity,All other races,0.0009494967667136419,0.8449429358520266,0.0010220290602976987,0.8333333333333339,0.0011154259274560026,0.7505871301080322,Jun-22,2022-07-22,1,Low Risk
430011,East Hartford School District,Race/Ethnicity,Black or African American,0.003638071821934375,0.8260527351436444,0.003771629924688352,0.8063872255489026,0.0038243174655634374,0.7689055894786287,Jun-22,2022-07-22,1,Low Risk
430011,East Hartford School District,Race/Ethnicity,Hispanic/Latino of any race,0.006200713621780456,0.71900826446281,0.006265219564901869,0.7052561543579512,0.006342386578691627,0.6641615782057304,Jun-22,2022-07-22,0,Medium Risk
430011,East Hartford School District,Race/Ethnicity,White,0.0012973124244150599,0.7689885871704054,0.0013808479414278573,0.8180306054557556,0.0014046104271668181,0.6956317519962427,Jun-22,2022-07-22,0,Medium Risk
430011,East Hartford School District,High Needs,Students Without High Needs,0.002946438387654543,0.9075167256985437,0.0035841571384798983,0.8942115768463079,0.0035134933094116763,0.8055425082198218,Jun-22,2022-07-22,1,Low Risk
430011,East Hartford School District,High Needs,Students With High Needs,0.008849309865771142,0.721763085399449,0.008653985711751518,0.7065868263473059,0.009251936749251463,0.6683889149835602,Jun-22,2022-07-22,0,Medium Risk
440011,East Haven School District,Unknown,All Students,0.005277203082366346,0.8059818968909878,0.005299633924107791,0.7944111776447111,0.005158107198923525,0.7820573038985437,Jun-22,2022-07-22,0,Medium Risk
440011,East Haven School District,Students With Disabilities,Students With Disabilities,0.000777587878424435,0.7312081857536401,0.0007801286909964682,0.7448436460412511,0.0007711586658955079,0.7383748238609682,Jun-22,2022-07-22,0,Medium Risk
440011,East Haven School District,Free/Reduced Lunch,Free Meal Eligible,0.0015771641030253964,0.7048406139315233,0.002289990162718315,0.6952761144377915,0.0019652742531367662,0.7364960075152656,Jun-22,2022-07-22,0,Medium Risk
440011,East Haven School District,Free/Reduced Lunch,Reduced Price Meal Eligible,5.79692762835697e-05,0.8386462022825656,0.0004273573190988405,0.7990685296074522,0.00032852932960344343,0.7651479567872244,Jun-22,2022-07-22,1,Low Risk
440011,East Haven School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,0.0016751121905390141,0.7123179850452579,0.0027576642100340274,0.712242182302063,0.002333148412632838,0.7411930483795208,Jun-22,2022-07-22,0,Medium Risk
440011,East Haven School District,English Learners,English Learners,0.0005037330214986058,0.8673750491932308,0.000463642374494025,0.7671324018629408,0.0004878758906685867,0.8276186002818227,Jun-22,2022-07-22,1,Low Risk
440011,East Haven School District,Race/Ethnicity,All other races,0.0002998410842253606,0.8736717827626919,0.00031850215291328676,0.849301397205589,0.00031475863914102363,0.8341944574917806,Jun-22,2022-07-22,1,Low Risk
440011,East Haven School District,Race/Ethnicity,Black or African American,0.00025986227299531247,0.8232979142070049,0.00024391620571207403,0.7348636061210914,0.0002459051868289247,0.7472992015030533,Jun-22,2022-07-22,0,Medium Risk
440011,East Haven School District,Race/Ethnicity,Hispanic/Latino of any race,0.0019389723446573317,0.7863046044864226,0.0017215242948604235,0.7588157019294748,0.0015364156073071217,0.7961484264913103,Jun-22,2022-07-22,0,Medium Risk
440011,East Haven School District,Race/Ethnicity,White,0.002658590946798197,0.8095238095238098,0.002894741085971391,0.8143712574850301,0.002942993275968571,0.7717238139971823,Jun-22,2022-07-22,1,Low Risk
440011,East Haven School District,High Needs,Students Without High Needs,0.0026266078978141585,0.8598976780794962,0.0019513296456965925,0.8965402528276782,0.0021875725420301144,0.8201033348990139,Jun-22,2022-07-22,1,Low Risk
440011,East Haven School District,High Needs,Students With High Needs,0.0024886809990704926,0.7489177489177488,0.003227354093760583,0.7308715901530278,0.002931189827000783,0.7534053546265858,Jun-22,2022-07-22,0,Medium Risk
450011,East Lyme School District,Unknown,All Students,0.005151269826991695,0.9165682802046438,0.005112161137899337,0.8809048569527613,0.005148270991450368,0.8083607327383753,Jun-22,2022-07-22,1,Low Risk
450011,East Lyme School District,Students With Disabilities,Students With Disabilities,0.0008335582141465024,0.8740653286107833,0.000751906981244658,0.8143712574850301,0.0007750931488847706,0.7505871301080322,Jun-22,2022-07-22,1,Low Risk
450011,East Lyme School District,Free/Reduced Lunch,Free Meal Eligible,0.000851548679200024,0.8661944116489568,0.0008244770920350272,0.7811044577511645,0.0009187017779928627,0.7327383748238612,Jun-22,2022-07-22,1,Low Risk
450011,East Lyme School District,Free/Reduced Lunch,Reduced Price Meal Eligible,0.00019789511558873798,0.8441558441558441,0.0002378686964795433,0.8549567531603461,0.00015344483658124905,0.7872240488492253,Jun-22,2022-07-22,1,Low Risk
